AB505552_clone_RM2SGM44_Apusomonadida	Eukaryota;APUSOZOA;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Apusomonadidae_Group-1_XXX;Apusomonadidae_Group-1_XXX+sp.;Uncultured;Uncultured+eukaryote
L37037_Apusomonas_proboscidea_CCAP19051	Eukaryota;APUSOZOA;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Apusomonas;Apusomonas+proboscidea;Apusomonas;Apusomonas+proboscidea
M32703_Chlamydomonas_reinhardtii	Eukaryota;ARCHAEPLASTIDA;Chlorophyta;Chlorophyceae;Chlorophyceae_X;CW-Chlamydomonadales;Chlamydomonas;Chlamydomonas+reinhardtii;Chlamydomonas;Chlamydomonas+reinhardtii
AF509625_Dolichomastix_tenuilepis	Eukaryota;ARCHAEPLASTIDA;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastix;Dolichomastix+tenuilepis;Dolichomastix;Dolichomastix+tenuilepis
AB017129_Mamiella_sp_Shizugawa	Eukaryota;ARCHAEPLASTIDA;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Mamiella;Mamiella+gilva;Mamiella;Mamiella+sp.
AY425306_Nephroselmis_pyriformis	Eukaryota;ARCHAEPLASTIDA;Chlorophyta;Nephroselmidophyceae;Nephroselmidophyceae_X;Nephroselmidaceae;Nephroselmis;Nephroselmis+pyriformis_strain1;Nephroselmis;Nephroselmis+pyriformis
X91264_Pycnococcus_provasolii	Eukaryota;ARCHAEPLASTIDA;Chlorophyta;Prasino-Clade-V;Prasino-Clade-V_X;Pycnococcaceae;Pycnococcus;Pycnococcus+provasolii;Pycnococcus;Pycnococcus+provasolii
AF153314_Picocystis_salinarum	Eukaryota;ARCHAEPLASTIDA;Chlorophyta;Prasino-Clade-VII;Prasino-Clade-VII_X;Prasino-Clade-VII-C;Picocystis;Picocystis+salinarum;Picocystis;Picocystis+salinarum
AF203400_Prasinococcus_sp_CCMP1194	Eukaryota;ARCHAEPLASTIDA;Chlorophyta;Prasinococcales;Prasinococcales_X;Prasinococcales-Clade-A;Prasinococcus;Prasinococcus+capsulatus;Prasinococcus;Prasinococcus+sp.
AB058379_Prasinoderma_coloniale	Eukaryota;ARCHAEPLASTIDA;Chlorophyta;Prasinococcales;Prasinococcales_X;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma+coloniale;Prasinoderma;Prasinoderma+coloniale
